Date,Region,Province,City,Product,Category,Sales,Quantity,CustomerID,Profit
2025-06-25,East,Rayong,Mueang Rayong,Smartphone,Electronics,22705,5,CUST0041,3436.75
2025-05-15,East,Rayong,Mueang Rayong,Laptop,Electronics,31468,1,CUST0071,5423.24
2025-04-14,South,Phuket,Phuket City,Smartphone,Electronics,26993,2,CUST0027,3579.95
2025-11-14,East,Chonburi,Pattaya,Printer,Electronics,5918,8,CUST0001,993.8
2025-05-25,North,Chiang Rai,Mae Sai,Laptop,Electronics,25390,4,CUST0079,4311.2
2025-03-30,Central,Saraburi,Muak Lek,Printer,Electronics,6963,2,CUST0047,915.3
2025-07-02,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Laptop,Electronics,40065,8,CUST0069,7346.7
2025-09-22,Northeast,Khon Kaen,Chum Phae,Tablet,Electronics,17590,10,CUST0081,2233.8
2025-06-02,Central,Bangkok,Bangkok,Tablet,Electronics,12963,6,CUST0058,1926.56
2025-10-10,North,Chiang Mai,Doi Saket,Printer,Electronics,10089,8,CUST0042,952.9
2025-08-30,North,Chiang Mai,Doi Saket,Laptop,Electronics,26643,9,CUST0023,4450.74
2025-01-19,Central,Saraburi,Muak Lek,Smartphone,Electronics,29279,7,CUST0022,4811.85
2025-10-10,South,Phuket,Phuket City,Smartphone,Electronics,28881,1,CUST0049,3878.15
2025-07-03,Central,Bangkok,Bangkok,Tablet,Electronics,15537,3,CUST0068,1746.44
2025-08-20,East,Rayong,Ban Chang,Printer,Electronics,11436,6,CUST0054,1281.6
2025-03-18,South,Surat Thani,Koh Samui,Laptop,Electronics,29418,6,CUST0032,4913.24
2025-05-01,North,Chiang Mai,Mueang Chiang Mai,Smartphone,Electronics,24461,2,CUST0078,4017.15
2025-08-22,East,Chonburi,Si Racha,Tablet,Electronics,8449,5,CUST0074,960.88
2025-01-20,North,Chiang Mai,Mueang Chiang Mai,Smartphone,Electronics,29067,7,CUST0089,4470.05
2025-09-11,South,Phuket,Phuket City,Laptop,Electronics,44238,9,CUST0049,8445.84
2025-05-23,North,Chiang Mai,Mueang Chiang Mai,Smartphone,Electronics,23829,1,CUST0080,3178.35
2025-06-15,Central,Saraburi,Kaeng Khoi,Tablet,Electronics,11338,4,CUST0043,1013.56
2025-10-18,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,9188,3,CUST0055,1211.8
2025-12-07,North,Chiang Mai,Mueang Chiang Mai,Printer,Electronics,7856,8,CUST0044,404.6
2025-02-28,North,Chiang Rai,Mae Sai,Printer,Electronics,9463,10,CUST0088,1168.3
2025-05-24,East,Chonburi,Si Racha,Smartphone,Electronics,21799,8,CUST0027,2976.85
2025-09-03,East,Rayong,Mueang Rayong,Tablet,Electronics,9720,1,CUST0058,1117.4
2025-04-28,East,Chonburi,Pattaya,Tablet,Electronics,15623,2,CUST0031,1550.76
2025-07-13,Central,Bangkok,Bangkok,Tablet,Electronics,10669,8,CUST0045,1753.28
2025-01-21,Central,Saraburi,Muak Lek,Laptop,Electronics,25624,5,CUST0030,4600.32
2025-10-06,Northeast,Nakhon Ratchasima,Pak Chong,Laptop,Electronics,26811,2,CUST0088,4336.98
2025-07-07,East,Chonburi,Si Racha,Printer,Electronics,9116,7,CUST0037,954.6
2025-07-20,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,13995,8,CUST0020,2003.4
2025-03-10,East,Rayong,Mueang Rayong,Laptop,Electronics,41158,6,CUST0042,7710.44
2025-06-13,North,Chiang Rai,Mae Sai,Printer,Electronics,8465,7,CUST0053,761.5
2025-11-01,South,Phuket,Phuket City,Laptop,Electronics,41851,3,CUST0023,7884.18
2025-08-12,South,Surat Thani,Koh Samui,Smartphone,Electronics,12307,1,CUST0032,1916.05
2025-05-23,Northeast,Khon Kaen,Mueang Khon Kaen,Tablet,Electronics,13261,1,CUST0015,1390.32
2025-01-15,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,15798,6,CUST0072,2162.76
2025-07-14,Central,Saraburi,Muak Lek,Printer,Electronics,10537,7,CUST0016,1450.7
2025-12-07,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Tablet,Electronics,15604,3,CUST0006,1769.48
2025-01-30,Northeast,Khon Kaen,Chum Phae,Smartphone,Electronics,25460,10,CUST0022,4162
2025-04-23,North,Chiang Rai,Mae Sai,Laptop,Electronics,38445,9,CUST0091,7230.1
2025-05-23,East,Rayong,Mueang Rayong,Laptop,Electronics,31706,8,CUST0042,5491.08
2025-05-11,North,Chiang Mai,Doi Saket,Tablet,Electronics,13968,2,CUST0074,1846.16
2025-04-29,East,Chonburi,Si Racha,Laptop,Electronics,31522,3,CUST0058,5213.96
2025-08-12,East,Chonburi,Pattaya,Laptop,Electronics,41468,6,CUST0043,7665.24
2025-09-25,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,39871,8,CUST0091,6909.78
2025-05-11,Northeast,Khon Kaen,Chum Phae,Smartphone,Electronics,24331,4,CUST0049,3422.65
2025-02-04,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,13566,3,CUST0072,1770.92
2025-06-09,Northeast,Nakhon Ratchasima,Pak Chong,Laptop,Electronics,39993,3,CUST0042,7225.74
2025-06-21,Central,Saraburi,Muak Lek,Tablet,Electronics,15589,9,CUST0054,1730.68
2025-04-15,South,Phuket,Phuket City,Tablet,Electronics,15564,5,CUST0095,1552.68
2025-05-11,Central,Bangkok,Bangkok,Laptop,Electronics,36337,1,CUST0066,6555.66
2025-02-24,East,Chonburi,Pattaya,Tablet,Electronics,8690,7,CUST0066,1435.8
2025-01-04,North,Chiang Rai,Mae Sai,Smartphone,Electronics,29691,8,CUST0086,4761.65
2025-11-05,North,Chiang Mai,Mueang Chiang Mai,Laptop,Electronics,36481,4,CUST0032,6937.58
2025-03-19,East,Rayong,Ban Chang,Printer,Electronics,6482,6,CUST0028,527.2
2025-02-05,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,6351,3,CUST0004,709.1
2025-04-22,East,Chonburi,Pattaya,Laptop,Electronics,40383,2,CUST0062,6943.94
2025-09-27,South,Surat Thani,Mueang Surat Thani,Tablet,Electronics,15509,8,CUST0088,1775.08
2025-05-26,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,12072,7,CUST0060,1646.8
2025-07-09,East,Chonburi,Si Racha,Printer,Electronics,9931,10,CUST0060,1141.1
2025-03-29,Central,Saraburi,Muak Lek,Printer,Electronics,10295,6,CUST0005,840.5
2025-04-30,South,Surat Thani,Koh Samui,Tablet,Electronics,11903,7,CUST0099,1323.36
2025-09-13,East,Rayong,Mueang Rayong,Tablet,Electronics,8624,4,CUST0090,1365.88
2025-11-27,East,Rayong,Ban Chang,Laptop,Electronics,29533,8,CUST0035,5506.94
2025-07-30,Northeast,Khon Kaen,Mueang Khon Kaen,Printer,Electronics,10927,1,CUST0064,1205.7
2025-08-04,North,Chiang Mai,Doi Saket,Tablet,Electronics,15293,9,CUST0097,1832.16
2025-08-31,East,Rayong,Ban Chang,Smartphone,Electronics,23960,9,CUST0070,3547
2025-06-02,South,Surat Thani,Mueang Surat Thani,Smartphone,Electronics,18751,8,CUST0029,3172.65
2025-08-02,North,Chiang Mai,Doi Saket,Printer,Electronics,8722,1,CUST0088,936.2
2025-07-13,North,Chiang Mai,Doi Saket,Smartphone,Electronics,13150,9,CUST0041,2011.5
2025-08-01,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,37933,9,CUST0098,6851.94
2025-07-12,Northeast,Khon Kaen,Mueang Khon Kaen,Laptop,Electronics,25548,8,CUST0092,4292.64
2025-06-14,Central,Saraburi,Kaeng Khoi,Tablet,Electronics,15246,9,CUST0014,2073.52
2025-03-24,South,Phuket,Patong,Printer,Electronics,8925,3,CUST0096,1039.5
2025-01-12,South,Phuket,Phuket City,Smartphone,Electronics,18205,8,CUST0089,2546.75
2025-06-21,East,Chonburi,Si Racha,Printer,Electronics,10444,10,CUST0003,1143.4
2025-06-03,Central,Saraburi,Muak Lek,Laptop,Electronics,29213,4,CUST0094,5019.34
2025-09-25,North,Chiang Mai,Doi Saket,Smartphone,Electronics,24888,2,CUST0099,3612.2
2025-04-07,Central,Saraburi,Muak Lek,Smartphone,Electronics,27872,2,CUST0071,3903.8
2025-07-05,Northeast,Khon Kaen,Mueang Khon Kaen,Printer,Electronics,5684,1,CUST0024,287.4
2025-12-30,North,Chiang Rai,Mueang Chiang Rai,Laptop,Electronics,43879,6,CUST0019,7981.22
2025-12-10,Northeast,Khon Kaen,Chum Phae,Smartphone,Electronics,17023,3,CUST0078,2475.45
2025-10-01,East,Chonburi,Si Racha,Tablet,Electronics,14774,1,CUST0091,1878.88
2025-04-23,Central,Bangkok,Bangkok,Smartphone,Electronics,19777,4,CUST0074,3360.55
2025-10-20,South,Phuket,Phuket City,Smartphone,Electronics,15650,9,CUST0042,1949.5
2025-07-17,North,Chiang Rai,Mueang Chiang Rai,Smartphone,Electronics,14227,3,CUST0061,1686.05
2025-06-06,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Smartphone,Electronics,12055,9,CUST0067,1656.25
2025-10-03,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,9003,5,CUST0088,1489.36
2025-11-26,South,Phuket,Phuket City,Laptop,Electronics,43341,2,CUST0086,8136.38
2025-12-22,North,Chiang Mai,Doi Saket,Printer,Electronics,5145,5,CUST0004,876.5
2025-10-26,Central,Saraburi,Kaeng Khoi,Laptop,Electronics,31993,10,CUST0046,5989.74
2025-09-27,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,11998,9,CUST0036,1073.8
2025-02-19,Northeast,Khon Kaen,Chum Phae,Printer,Electronics,6454,4,CUST0007,753.4
2025-02-05,Northeast,Khon Kaen,Mueang Khon Kaen,Smartphone,Electronics,16492,5,CUST0075,2896.8
2025-04-20,North,Chiang Rai,Mae Sai,Smartphone,Electronics,23851,2,CUST0068,3249.65
2025-10-10,North,Chiang Rai,Mae Sai,Smartphone,Electronics,27582,10,CUST0099,4432.3
2025-07-26,South,Surat Thani,Koh Samui,Printer,Electronics,6004,3,CUST0050,1085.4
2025-09-14,South,Phuket,Patong,Printer,Electronics,9198,6,CUST0085,1396.8
2025-06-16,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,11805,4,CUST0082,1208.6
2025-10-16,North,Chiang Rai,Mueang Chiang Rai,Smartphone,Electronics,21605,5,CUST0042,3644.75
2025-01-21,South,Phuket,Patong,Laptop,Electronics,28262,7,CUST0037,5066.16
2025-10-19,Northeast,Khon Kaen,Mueang Khon Kaen,Tablet,Electronics,15118,3,CUST0082,1701.16
2025-04-02,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Tablet,Electronics,8181,8,CUST0031,951.72
2025-03-12,East,Rayong,Ban Chang,Smartphone,Electronics,28761,4,CUST0046,4495.15
2025-01-25,East,Rayong,Ban Chang,Laptop,Electronics,36926,7,CUST0002,6629.68
2025-07-27,Central,Saraburi,Muak Lek,Printer,Electronics,5873,3,CUST0049,988.3
2025-06-18,North,Chiang Mai,Mueang Chiang Mai,Smartphone,Electronics,17880,8,CUST0091,2464
2025-10-23,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,19351,1,CUST0097,2425.65
2025-04-06,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Printer,Electronics,5781,7,CUST0061,639.1
2025-09-04,East,Chonburi,Pattaya,Printer,Electronics,5392,1,CUST0071,726.2
2025-10-01,Central,Saraburi,Muak Lek,Printer,Electronics,10317,2,CUST0056,702.7
2025-04-22,Northeast,Khon Kaen,Chum Phae,Tablet,Electronics,17933,10,CUST0085,2113.96
2025-10-18,North,Chiang Mai,Doi Saket,Tablet,Electronics,13348,1,CUST0022,1299.76
2025-11-17,South,Phuket,Patong,Laptop,Electronics,34939,2,CUST0007,6381.02
2025-08-04,Central,Bangkok,Bangkok,Tablet,Electronics,12735,9,CUST0066,1630.2
2025-10-11,North,Chiang Rai,Mae Sai,Laptop,Electronics,40556,6,CUST0019,7079.08
2025-07-04,South,Surat Thani,Mueang Surat Thani,Smartphone,Electronics,28792,7,CUST0094,3911.8
2025-03-31,Northeast,Nakhon Ratchasima,Pak Chong,Laptop,Electronics,36439,5,CUST0011,6771.02
2025-10-12,Northeast,Nakhon Ratchasima,Pak Chong,Smartphone,Electronics,18016,5,CUST0065,2222.4
2025-03-26,Northeast,Nakhon Ratchasima,Pak Chong,Laptop,Electronics,44023,5,CUST0038,8331.14
2025-10-21,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Tablet,Electronics,16709,10,CUST0044,1987.08
2025-12-05,South,Phuket,Phuket City,Tablet,Electronics,11182,1,CUST0008,868.84
2025-12-15,Central,Saraburi,Muak Lek,Smartphone,Electronics,28856,4,CUST0069,4105.4
2025-12-06,South,Surat Thani,Mueang Surat Thani,Printer,Electronics,7167,9,CUST0028,569.7
2025-01-02,North,Chiang Rai,Mae Sai,Tablet,Electronics,15283,9,CUST0024,1916.96
2025-05-03,East,Chonburi,Pattaya,Printer,Electronics,7067,8,CUST0038,350.7
2025-09-28,South,Phuket,Phuket City,Printer,Electronics,8660,1,CUST0021,1097
2025-09-04,East,Rayong,Ban Chang,Laptop,Electronics,32486,8,CUST0078,5644.48
2025-01-22,Central,Saraburi,Kaeng Khoi,Printer,Electronics,5236,7,CUST0074,429.6
2025-04-14,North,Chiang Rai,Mae Sai,Smartphone,Electronics,28891,6,CUST0021,4833.65
2025-07-29,South,Surat Thani,Koh Samui,Laptop,Electronics,31396,8,CUST0079,6133.28
2025-01-26,Northeast,Nakhon Ratchasima,Pak Chong,Tablet,Electronics,9308,6,CUST0023,1444.96
2025-07-23,South,Surat Thani,Koh Samui,Smartphone,Electronics,16113,9,CUST0063,2457.95
2025-01-24,East,Chonburi,Pattaya,Tablet,Electronics,8547,2,CUST0084,976.64
2025-10-24,South,Surat Thani,Koh Samui,Tablet,Electronics,8464,8,CUST0049,1345.68
2025-08-26,Central,Bangkok,Bangkok,Smartphone,Electronics,17868,1,CUST0040,2502.2
2025-06-05,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,20110,10,CUST0038,3449.5
2025-03-25,East,Chonburi,Pattaya,Printer,Electronics,8007,3,CUST0065,309.7
2025-01-26,South,Surat Thani,Mueang Surat Thani,Printer,Electronics,5922,2,CUST0077,645.2
2025-08-16,East,Rayong,Mueang Rayong,Printer,Electronics,6619,3,CUST0071,417.9
2025-02-03,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Printer,Electronics,7050,10,CUST0041,1036
2025-11-02,East,Rayong,Ban Chang,Smartphone,Electronics,21303,8,CUST0065,2741.45
2025-01-29,Central,Saraburi,Kaeng Khoi,Tablet,Electronics,14290,9,CUST0043,1907.8
2025-03-28,South,Phuket,Patong,Printer,Electronics,9436,2,CUST0013,1214.6
2025-05-24,North,Chiang Mai,Doi Saket,Laptop,Electronics,27295,10,CUST0045,4572.1
2025-04-08,South,Surat Thani,Koh Samui,Smartphone,Electronics,24292,10,CUST0087,3902.8
2025-09-29,North,Chiang Rai,Mae Sai,Smartphone,Electronics,27575,2,CUST0038,4360.25
2025-08-20,North,Chiang Mai,Mueang Chiang Mai,Tablet,Electronics,16012,3,CUST0073,1704.44
2025-11-08,East,Rayong,Mueang Rayong,Smartphone,Electronics,22270,9,CUST0060,3288.5
2025-11-25,East,Rayong,Mueang Rayong,Laptop,Electronics,34164,8,CUST0011,6518.52
2025-08-27,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Laptop,Electronics,35643,5,CUST0030,6794.74
2025-07-03,East,Chonburi,Pattaya,Laptop,Electronics,37778,3,CUST0002,7148.04
2025-08-21,South,Surat Thani,Mueang Surat Thani,Laptop,Electronics,25184,4,CUST0088,4131.12
2025-02-26,East,Chonburi,Pattaya,Tablet,Electronics,10103,3,CUST0082,1343.36
2025-03-31,Central,Bangkok,Bangkok,Laptop,Electronics,31063,1,CUST0019,5987.34
2025-09-09,East,Rayong,Ban Chang,Smartphone,Electronics,22159,4,CUST0060,3546.85
2025-07-13,South,Phuket,Patong,Tablet,Electronics,14567,6,CUST0063,1705.04
2025-03-10,Central,Saraburi,Muak Lek,Smartphone,Electronics,19970,8,CUST0030,2640.5
2025-01-02,Northeast,Nakhon Ratchasima,Pak Chong,Printer,Electronics,8265,9,CUST0094,834.5
2025-02-10,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,17890,6,CUST0039,2794.5
2025-04-13,Central,Saraburi,Kaeng Khoi,Smartphone,Electronics,14877,3,CUST0011,1928.55
2025-08-08,North,Chiang Mai,Doi Saket,Tablet,Electronics,13125,10,CUST0024,1352
2025-07-15,North,Chiang Mai,Doi Saket,Smartphone,Electronics,17645,5,CUST0071,2253.75
2025-10-16,Central,Bangkok,Bangkok,Printer,Electronics,7999,8,CUST0016,795.9
2025-05-16,Northeast,Nakhon Ratchasima,Mueang Nakhon Ratchasima,Smartphone,Electronics,13718,3,CUST0055,2026.7
